id,name,artist,release-date,release-country,duration,label,genre,tracks
lastFM_40059,Lavotchkin -  Lavotchkin / End To Empires,Lavotchkin,,,,,,[]
lastFM_40062,a nu-experience,Primitive S. System,,,2896,,,"['Plastic Fantastic', 'Figure Me Out', 'Virgin Suprise', 'Run Da Luxe', 'Slow Motion', 'You And I', 'Mr B Loved', 'U Shine', 'Outwards', 'Love Is In The Air']"
lastFM_40071,Figurative and  Opiates,Bradley The Buyer,,,2485,,,"[""Devil's Advocate"", 'The New Flesh', 'Notes From Thee Underground', ""i'm not me. (year zero remix)"", 'Ministry of Cliches', 'Murder Is Sexy', 'Softserve (feat. DJ Homicidal Rapist)', 'I Am Catface', 'When Doves Cry', 'Epilogue ( 0 )']"
lastFM_40079,Architecture of Perfect Damnation,Urshurark,,,3130,,,"['Triumphant In Pandemonium', 'Hallucinated Messiah', 'Excellent Art Of Cruelty', 'Decade Of The Tyrant', 'A Puzzle Of Flesh', 'Solar - Execution - Eclipse', 'At The Palace Of Moloch', 'Antichrist Maniac']"
lastFM_40082,Do The Boogie! Early 50s Classics,B. King,,,,,,[]
lastFM_40108,Tamer Animals / Other Side,O. Lives,,,,,,[]
lastFM_40112,Du Machst Die Stadt Kaputt!,Kotzreiz,,,,,,[]
lastFM_40123,Frankie L. -  I'll Take Care Of Your Cares,Frankie L.,,,,,,[]
lastFM_40124,Elevator Music,Brotherhood Foundation,,,2852,,,"['Back!', 'Standing In Line', 'Raw (version 3.1)', 'Plan A', 'Change Yourself', 'Quicky', 'Pervert', 'Side Two', 'Lucky', 'Imperfect', 'Software', 'No Flowers', 'Human Bomb', 'Elevator Music', 'Turn Off']"
lastFM_40139,Earth Eighteen -  Butterfly,Earth Eighteen,,,,,,[]
lastFM_40141,Our Friends Electronic,Y. Eaux,,,,,,[]
lastFM_40147,G. Wilson Orchestra -  Moment Of Truth,G. Wilson Orchestra,,,,,,[]
lastFM_40160,The Golden Undertow,Rella the woodcutter,,,,,,[]
lastFM_40166,[explicit] It's Not Thursday Every Day,T. Lanterns,,,,,,[]
lastFM_40176,Fallen Innocence,Valance Drakes,,,1493,,,"['pulse of awakening', 'lost song of forgotten melodies', 'making a road for freedom', 'on earth as it is in heaven', 'phantom in the cloud', 'pulse of awakening (trorez remix)', 'On Earth as It Is in Heaven (sanmi remix)', 'phantom in the cloud (N-qia Remix)']"
lastFM_40196,Armenian Medieval Spiritual Music,Ãâ€ºÃ‘Æ’Ã‘?ÃÂ¸ÃÂ½Ã‘? Ãâ€”ÃÂ°ÃÂºÃÂ°Ã‘â‚¬Ã‘?ÃÂ½,,,1371,,,"['Sourb-Sourb', 'Haroutian Meghedi', 'Havoun Havoun', 'Khorhourd Khorin', 'Horzham']"
lastFM_40200,Classics,Confederate R.,,,,,,[]
lastFM_40202,Rita -  Erotica,Rita,,,,,,[]
lastFM_40217,Nowhere,Chief Nowhere,,,,,,[]
lastFM_40224,music I like,Alexia,,,,,,[]
lastFM_40226,Finally Punk -  Primary Colors / Local Live,Finally Punk,,,548,,,"['Pirahna', 'Australia', 'Jazz Hit', 'Negative Creep', 'JD vs GR', 'Know Age', 'Baldcake']"
lastFM_40228,Complete Singles,Luna Sea,,,,,,[]
lastFM_40249,"Broken Voices,  Walls",Sitreus Ramirez,,,1191,,,"['At the bottom', 'Scopolamine (feat. Holiday Powder)', 'Escape the truth (feat. Divuar)', 'Our raw modern world (feat. Gomzikov)']"
lastFM_40252,United,J. Priest,,,,,,[]
lastFM_40255,United by the Runes,Eihwaz,,,,,,[]
lastFM_40293,The singles 81---85,Depeche M.,,,,,,[]
lastFM_40312,Visions Of Time,Mystic Cross,,,2655,,,"['Victory Intro', 'Dying Breed', 'Out Of Nowhere', 'All Outta Love', 'Endless Flight', 'Mr. Lonely', 'Alas Babylon', 'Restless Heart', 'Now Until Forever', 'Sword Of Truth']"
lastFM_40327,Psychic Ball,Salon Music,,,,,,[]
lastFM_40329,Deja-Voodoo,D. Zeppelin,,,,,,[]
lastFM_40342,Blackout: The Dark Years,The Deep Eynde,,,4575,,,"['My Darkest Hour', 'Scream', 'Red Necklace', 'Voodoo Baby', 'Thirteenth Floor', 'Swingtime', 'Transformation', 'Sandman', 'Road Rash', 'Animal Garden (Feral Remix)', 'Tongues', 'Strangewalk', 'Majick Man', 'The Feast', 'Deep Dark Secret', 'Parfumery', 'Four Four Four']"
lastFM_40360,You Belong to Me / Pretty Boy (Pretty Girl),J. Stafford,,,214,,,"['You Belong To Me', 'Pretty Boy (Pretty Girl)']"
lastFM_40373,Where A Country Boy Belongs,T. Marshall Tucker Band,,,4068,,,"['Heard It in a Love Song', 'Low Down Ways', 'Never Again', 'I May Be Easy but You Make It Hard', 'If I Could Only Have My Way', 'Heartbroke', 'Hillbilly Band', 'When Love Begins to Fade', ""See You Later, I'm Gone"", ""Feel a Drunk Comin' On"", ""Good Ole Hurtin' Song"", 'Driving You Out Of My Mind', 'Blue Ridge Mountain Sky', 'Blue Ridge Mountian Sky (Live Version)', 'Where a Country Boy Belongs', 'Cold Day in July', ""Time Don't Pass by Here"", 'Mr. President', 'Hillbilly Band', 'Blood Red Eagle', ""AB's Song""]"
lastFM_40384,At The Corner Of The Street / Move Along With Me,Hopeton Lewis,,,,,,[]
lastFM_40388,Still Life,Karel Fialka,,,,,,[]
lastFM_40392,*popular* Of The Fallen,O. The Fallen,,,1151,,,"['From The Depths', 'Thous Art the Flame', 'Spirits of the Dark Waters', 'Outro']"
lastFM_40411,Troublelovesus,TroUbLeLOvEsUs,,,,,,[]
lastFM_40425,The Damnation of Our,The Varukers,,,4395,,,"['Persistant Resistance', 'We Hint At Things Nuclear', 'In South Africa', 'The Fear of Mankind', ""Killed By Man's Own Hand"", 'Animals An Animal', 'How Can Your Conscience?', 'Stop The Killing', 'Lesson Must Never Forget', 'Hatred', 'Endless Destruction Line', 'Fake', 'Genocide', 'Eradicate The Problem', 'Fuck You Up', 'Humanity', 'Target Of Shame', 'Invest In Your People', 'Who The Fuck', 'How Do You Sleep?', 'Bleed Us Dry', 'Memo To Me', 'Where Is Your God', 'As Good As It Gets', 'Under Attack', 'Absolution', ""Piss Off I've Paid"", 'Killing Myself to Live', 'Forever Crucified', 'Hellbound', ""Get Out O' The Gutter""]"
lastFM_40429,Nightmares In Reality EP,Culprate,,,766,,,"['Hall Of Mirrors', 'Two', 'Nightmares In Reality', 'Diablo']"
lastFM_40444,Fuck the millennium,Peter a. the Test Tube Babies,,,,,,[]
lastFM_40452,Album: Go Outside,H. Panda,,,2220,,,"['One in the Head, One in the Chest', 'Language', 'Future Markets', 'Littered Coins', 'Maybe Now?', 'Holidays', 'Winter Song', 'Go Outside', 'See You All Around', 'Boats']"
lastFM_40474,The Conway  Touch,C. Twitty,,,1699,,,"[""I'd Still Play the Fool"", 'Above and Beyond (The Call of Love)', 'Man Alone', 'A Tree in the Meadow', 'Platinium High School', 'My Heart Cries', 'I Can Hear My Heart Break', 'Foggy River', ""That's Where My Lovin' Goes"", 'Live Fast, Love Hard, Die Young', 'A Fallen Star', 'Long Black Train']"
lastFM_40489,Timeless  Classics),Michael Bolton,,,2294,,,"['Since I Fell For You', 'To Love Somebody', ""Reach Out I'll Be There"", 'You Send Me', 'Yesterday', ""Hold On, I'm Coming"", 'Bring It On Home To Me', 'Knock On Wood', 'Drift Away', 'White Christmas']"
lastFM_40496,Camera Obscura,Aesthesys,,,2711,,,"['Halfway Out Of The Dark', 'Scrolling In Mind Images Of The Past Day Before Falling Asleep', 'Dreams Are Only Real As Long As They Last', 'Light Slivers Of Memory', ""I Am Free, That Is Why I'm Lost"", 'Time Is An Illusion', 'Elegy', 'Limbo', 'All That Fall']"
lastFM_40503,[explicit] From Beyond the Vein,Tunes of Despair,,,2602,,,"['Eleven TÃ…Â±z (Flames Alive)', 'The Unspeakable', 'To Open Doors (To Be Devoured)', 'The Waves of Bleeding', 'Into Dissolution']"
lastFM_40507,[explicit] The Downward Spiral,T. Moshketeers,,,3136,,,"['Sin', 'Locked in Chains', 'Ye!', 'The Myth', 'Self Extinction', 'Epicurus', 'Posers of Deceit', 'Grease the Duck', 'Nightmares', 'The Life of Emptiness', 'Return (Bonus Track)', 'Take My Life (Bonus Track)', 'Thelo Agnoia (Bonus Track)']"
lastFM_40546,Broken Music,Jorge Vicario,,,,,,[]
lastFM_40549,Maximum Slipknot (The Unauthorised Biography Of Slipknot),Slipknot,,,,,,[]
lastFM_40579,Somewhere Beyond The Roses,Kieran Kane,,,1896,,,"['Way Down Below', ""Why Can't You"", 'Somewhere Beyond The Roses', 'Marriage Of Convenience', ""Anybody's Game"", 'More To It Than This', 'I Took My Power Back', 'Hands Across The Water', ""Don't Try To Fight It"", 'Tell Me Mama']"
lastFM_40584,Spirit Dreams Inside -Another Dream-,L'Arc~en~Ciel,,,447,,,"['Spirit dreams inside -another dream-', 'Spirit dreams inside']"
lastFM_40606,Brothers In The Groove,Tony Cook,,,,,,[]
lastFM_40619,Los Angeles,G. Orlock,,,264,,,"['Dead Man Talking', 'Couple Seeking Comfort/No Point']"
lastFM_40621,Album: Double Trouble,Cold Ones,,,,,,[]
lastFM_40633,The Dancer,T. Frames,,,415,,,"['The Dancer', 'Last Song To You', 'Stamp My Name']"
lastFM_40650,The  Singles,Deep Purple,,,,,,[]
lastFM_40658,Vs. Monsters,Flipron,,,537,,,"['Dogboy Vs. Monsters', 'Cartoons, Astronomy etc.', 'Skeletons on Holiday (Singing Bones Acoustic version)']"
lastFM_40659,Alligator,The Routes,,,1903,,,"[""Do What's Right By You"", 'Be My Jane', 'I Never Learn', 'A Love Like Mine', ""I'm Spent"", ""Sinchan's Number"", 'Alligator', 'As It Is', ""Now I Don't Know You"", 'Brick Wall', 'Go Away']"
lastFM_40669,Twist In the Puzzle,BlockBastards,,,1584,,,"['Where concrete flowers bloom', 'MassÃ¢â‚¬Â¦ I DonÃ¢â‚¬â„¢t', 'Wonderfull life', 'Hey Now', 'My Shoes', 'Just as FakeÃ¢â‚¬Â¦', 'Fuck You', 'Perfect Day', 'Democracy Song', 'Alcohol']"
lastFM_40671,Tyrants Of The Rising Sun (Live In Japan),Arch Enemy,,,,,,[]
lastFM_40675,[explicit] Acoustic Spirit,P. D'Agostino,,,,,,[]
lastFM_40679,Know your enemy,Dark Day Dungeon,,,2222,,,"['Poisoned Lies', 'Passion', 'The Ones To Trust', 'Built Up Inside', 'Playing Enemy', ""Can't See Through You"", 'Near The End', 'Looking Through The Eyes Of The Dead', 'Burning Symbols', 'Drowning']"
lastFM_40686,Let The Music Do The Talking,T. Joe Perry Project,,,2273,,,"['Let The Music Do The Talking', 'Conflict Of Interest', 'Discount Dogs', 'Shooting Star', 'Break Song', ""Rockin' Train"", 'The Mist Is Rising', 'Ready On The Firing Line', 'Life At A Glance']"
lastFM_40688,The Music,P. Anka,,,1088,,,"['Dannon', 'Slowdown', 'Jealous Lady', ""My Little Girl's Become A Big Girl Now"", 'Tonight']"
lastFM_40692,Fearless,Come Inside,,,1977,,,"['Maalaa', 'Joku sytytti kynttilÃƒÂ¤n', 'Nyt mun silmÃƒÂ¤t nÃƒÂ¤kee enemmÃƒÂ¤n', 'Soluttautujat', 'Velka', 'Kadonneet', 'Sairaalassa', 'Hissi', 'Susan', 'Viimeinen nÃƒÂ¤ytÃƒÂ¶s']"
lastFM_40722,The Return Of The Formerly Brothers,"T. Amos Garrett, Doug Sahm, Gene Taylor Band",,,,,,[]
lastFM_40724,*popular* Everybody Plays The Fool,T. Main Ingredient,,,2877,,,"[""Just Don't Want To Be Lonely"", 'Superwoman', 'Rolling Down a Mountainside', 'I Am Yours', 'Happiness Is Just Around The Bend', 'Girl Blue', 'Spinning Around (I Must Be Falling In Love)', ""Don't You Worry 'Bout A Thing"", 'Let Me Prove My Love To You', ""I'm So Proud"", ""You've Been My Inspiration"", 'Make It With You', 'Black Seeds Keep On Growing']"
lastFM_40729,United Forces  Evil,Blackhorned,,,,,,[]
lastFM_40739,Mark Mallman -  The Tourist,Mark Mallman,,,,,,[]
lastFM_40794,B. Goldsboro -  California Wine,B. Goldsboro,,,,,,[]
lastFM_40801,The Epic Quality Of Life,S. Guerin,,,,,,[]
lastFM_40804,Turn on  Epic,Tantric D.,,,,,,[]
lastFM_40809,L. own -  Broken Memories EP,L. own,,,,,,[]
lastFM_40810,*popular* Fight For The Future,Renegade A.,,,,,,[]
lastFM_40811,Solar Sunrise,Renegade A.,,,,,,[]
lastFM_40813,Colors,Kid Sundance,,,2165,,,"['April Sun', 'Urban Rain', 'Tech City', 'No News', 'Pure Love', 'People', 'Shuttle Airlines', 'The Diesel', 'Cod & Turtle', ""Clarks' Revenge"", 'Bacon', 'Cuban Clap', 'Cold Night', 'Escape Plan Go!', 'Breaker 1/9', 'Unknown Territory', 'Illness']"
lastFM_40816,Invictus (Means) Unconquered / Tennessee Whiskey,David Allan Coe,,,,,,[]
lastFM_40849,The Man Who Sold The World / Watch That Man,Lulu,,,,,,[]
lastFM_40878,Armed And Dangerous,C. Ranks,,,,,,[]
lastFM_40893,Americana (2012 edit),Quince,,,,,,[]
lastFM_40898,The Concert McDuff,T. Brother Jack McDuff Quartet,,,,,,[]
lastFM_40930,Trilogy,"Emerson, Lake",,,,,,[]
lastFM_40936,Cold Breath / Purple  / When You Love,Gregory E.,,,1027,,,"['Purple Clouds', 'When You Love']"
lastFM_40937,The Singles Collection 1984 / 1990 Featuring Bronski Beat And The Communards,Jimmy Somerville,,,,,,[]
lastFM_40947,John Coltrane -  Ascension (Edition I),John Coltrane,,,,,,[]
lastFM_40948,Encore,S. Cooke,,,1560,,,"['Someday (Remastered)', 'Running Wild (Remastered)', 'Ac-cent-tchu-ate The Positive (Remastered)', 'Mary, Mary Lou (Remastered)', 'When I Fall In Love (Remastered)', 'I Cover The Waterfront (Remastered)', 'My Foolish Heart (Remastered)', 'Today I Sing The Blues (Remastered)', 'The Gypsy (Remastered)', ""It's The Talk Of The Town (Remastered)""]"
lastFM_40955,The Best  Q65: Nothing But Trouble 1966-68,Q65,,,2489,,,"['Cry in the Night', 'From Above', 'I Got Nightmares', 'The Life I Live', 'Just WhoÃ¢â‚¬â„¢s In Sight', 'It Came To Me', '80% o', 'Ann', 'IÃ¢â‚¬â„¢m A Man', 'Summer Thoughts in a Field of Weed', 'Down in the Bottom', 'Middle-Age Talk', 'Fairy Tales Of Truth', 'I Was Young', 'RidinÃ¢â‚¬â„¢ on a Slow Train']"
lastFM_40963,Ton absence,Yves Duteil,,,890,,,"['Pour les enfants du monde entier', 'Le silence ou la vÃƒÂ©ritÃƒÂ©', 'La valse des ÃƒÂ©tiquettes', 'La mer ressemble ÃƒÂ\xa0 ton amour', 'Les petits hommes verts']"
lastFM_40998,Encore un jour de notre amour,ValÃƒÂ©rie L.,,,153,,,"['Encore Un Jour De Notre Amour', 'Pour Te Plaire', 'Je Me Demande Pourquoi']"
lastFM_41004,Beyond  Sound,Powertrane,,,,,,[]
lastFM_41016,Beyond The Reef,Earl Grant,,,1300,,,"['Beyond The Reef', 'When Sunny Gets Blue', 'Tender Is The Night', 'Angel Eyes', 'Mood Indigo', 'Make Someone Happy', ""Swingin' Gently""]"
lastFM_41038,Learning  See,Pete Gioconda,,,3402,,,"[""Heaven's Wild Flower"", 'Darkened Images', 'We Are Real', 'Little Monkey', 'Lazybones', 'Alien Cat Lover', 'Eyes', 'Molly G', 'Queen of the Future', 'Learning to See', 'Save Your Dreams', 'The Charm of Making', 'Maaan', 'Golly Gee']"
lastFM_41044,Ipanema Girls / Nine Lives,Second S.,,,,,,[]
lastFM_41046,Contract EP,AN:TI,,,,,,[]
lastFM_41047,Dreamlands,Sauna Youth,,,890,,,"['Town Called Distraction', 'Planned Designs', 'PSI Girls']"
lastFM_41084,Visiter,Seziki Tetrasheaf,,,,,,[]
lastFM_41102,Rock Steady Rodeo,Reggae Cowboys,,,1916,,,"['Reggae Rodeo', 'Wild West Indian', 'Like a Rolling Stone', 'Geronimo', 'Road Show', ""All That Drinkin'"", 'Gold Rush', 'De Agenda']"
lastFM_41137,Monsters from  Id,T. Coffin Daggers,,,2340,,,"['Coffin Dagger', 'Borgo Pass', 'Monsters From the Id', 'A Shot In the Dark', 'The Heinous Mr. Hyde', 'Haunted Pad', 'Parasite', 'Evil Eye', 'Spooky', 'Smoke', 'But First . . . The Tranya!', 'Caravan']"
lastFM_41153,This Is An Empire,This is an Empire,,,,,,[]
lastFM_41170,Strangers,Whiskeytown,,,2524,,,"['Inn Town', ""Yesterday's News"", '16 Days', 'Everything I Do', 'Houses On The Hill', 'Turn Around', 'Dancing With The Women At The Bar', 'Waiting To Derail', 'Avenues', 'Not Home Anymore']"
lastFM_41185,Night I. Gales -  Ten Years of Tragedy,Night I. Gales,,,0,,,"['Deathaddiction', 'Ashes and Ends', 'The Woundwalker', 'Get Killed or Die Trying']"
lastFM_41250,Contraption Vol. II,Beats Antique,,,,,,[]
lastFM_41254,Visions,Robert O.,,,,,,[]
lastFM_41273,Let the Music Take You,C. Laine,,,,,,[]
lastFM_41275,Got A Girlfriend,The Wilkinsons,,,431,,,"['Williamstown (Album Version)', ""Jimmy's Got A Girlfriend (Album Version)""]"
lastFM_41284,Album: Diversity EP,John Jastszebski,,,,,,[]
lastFM_41291,Heartbreaker (At The End Of Lonely Street),D. Zeppelin,,,,,,[]
lastFM_41317,Looking,By-Spiel Project,,,,,,[]
lastFM_41326,Aime  encore,Charts,,,,,,[]
lastFM_41331,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,,,0,,,[]
lastFM_41336,Crazy for You,E. Klugh,,,1621,,,"[""I'm Ready For Your Love"", 'Soft Stuff (And Other Sweet Delights)', 'twinkle', 'Broadway ramble', 'Balladina', 'Crazy For You']"
lastFM_41338,[explicit] MERCURY,Seiho,,,,,,[]
lastFM_41352,Echoes from Outer Space,Holographic Brain,,,869,,,"['Echoes from Outer Space', 'R-Born']"
lastFM_41354,Thought for Food,Diesel P. West,,,1956,,,"['Marionettes', 'Valentine Why?', 'Spirit in a Dark World', 'Desiree', 'Fabulous Child', 'Too Much', 'Picture of You']"
lastFM_41365,The Eternal Return,Nomad Son,,,3220,,,"['The Vigil', 'Sigma Draconis', 'Comatose Souls', ""Can't Turn the Tide"", 'Guilty As Sin', 'Winds of Golgotha', 'The Eternal Return', 'Throne of Judgement']"
lastFM_41372,"Johnny Cash and the Music That Inspired ""Walk the Line""",Johnny C.,,,6308,,,"['Folsom Prison Blues', 'Rock Island Line', 'I Heard That Lonesome Whistle Blow', 'Train of Love', ""If the Good Lord's Willing"", 'Big River', 'Remember Me', 'So Doggone Lonesome', 'Next in Line', ""The Wreck of the Old '97"", ""Doin' My Time"", 'Country Boy', 'I Walk the Line', 'Cry Cry Cry', 'Get Rhythm', ""You're My Baby (Little Wooly Booger)"", 'Ballad Of A Teenage Queen', 'There You Go', ""Don't Make Me Go"", 'I Was There When It Happened', 'Give My Love to Rose', 'Home Of The Blues', 'Hey Porter', 'Can The Circle Be Unbroken?', 'Rock with Me Baby', 'Dark Was The Night (Cold Was The Ground)', 'Milk Cow Blues', 'Defrost Your Heart', 'Wildwood Flower', 'Boogie Blues', ""That's All Right"", 'She Wears Red Feathers', ""Feelin' Good"", ""Time's A-Wastin'"", 'Candy Man', ""Didn't It Rain"", 'On the Sea of Galilee', 'Bop Bop Baby', 'Try Me One More Time', 'Juke Box Blues', 'Cocaine Blues']"
lastFM_41376,Bedroom Classics Vol. 2,Peabo Bryson,,,,,,[]
lastFM_41387,X-Experience,Acid E.,,,,,,[]
lastFM_41394,*popular* Visions / Ganymede,Marukomu,,,,,,[]
lastFM_41397,SUPER PARTY BROTHERS,Cross Examination,,,770,,,"['Kegwreckers', 'Destruction Prescription', 'Blackout', 'Subterranean Thrash Assault', 'The Bluntacolypse']"
lastFM_41403,Fantasmage,Fantasmage,,,1785,,,"['Huesos', 'Hay bulla', 'Tu adicciÃƒÂ³n', 'Metido entre las sombras', 'la miedosa', 'en familia', 'fresa salvaje', 'Ella es un espectro', 'La Fiesta', 'Camandula', 'Vaciado']"
lastFM_41418,Against  Grain,Lloyd Brown,,,4729,,,"['Intro', 'Ebony Jones', 'Main Squeeze', 'No More', 'Food For Thought', 'Mr. Brown', 'You Must Know (feat. Don Campbell)', 'Close To Thee', 'The Living Years', 'Bless Me', 'romeo', 'Sitting In Limbo (feat. Enyonam)', 'Nothing But Love', ""Can't Done"", 'Satisfy my soul', 'jerusalem', 'Smile', 'Feeding Off The Love Of The Land (feat. Omar)', 'Love Within The Music (feat. Rickie Davis, Bitty McLean, Patric Johnson, Michael Gordon and Trevor Hartley)']"
lastFM_41432,"MCMXC a.D.  Limited Edition""",Enigma,,,3216,,,"['The Voice of Enigma', 'Principles of Lust: Sadeness', 'Principles of Lust: Find Love', 'Principles of Lust: Sadeness (reprise)', 'Callas Went Away', 'Mea Culpa', 'The Voice & The Snake', 'Knocking On Forbidden Doors', 'Back to the Rivers of Belief: Way to Eternity', 'Back to the Rivers of Belief: Hallelujah', 'Back to the Rivers of Belief: The Rivers of Belief', 'Sadeness (Meditation)', 'Mea Culpa (Fading Shades)', 'Principles of Lust (Everlasting Lust)']"
lastFM_41434,Borders,Vla-D,,,,,,[]
lastFM_41435,You're an Old Lady / Early in the Morning,Sonny B. Williamson,,,358,,,"[""You're an Old Lady"", 'Early in the morning']"
lastFM_41446,Brothers,Thousand F. Whale Claw,,,1813,,,"['Slobos', 'Time Brothers']"
lastFM_41483,Cometas por el Cielo en directo desde AmÃƒÂ©rica,La Oreja de Van Gogh,,,,,,[]
lastFM_41493,Very Best of the Greatest,Flopstarz,,,2753,,,"['Min KÃƒÂ¦reste Rita', 'Nul Grammy', 'Nede Hos FrisÃƒÂ¸ren', 'Flopfeber', 'Agent 006', 'Sket Er Sket', 'FlÃƒÂ¸jtende Ligeglad', ""Jungleman'danz"", 'Bossy Bo', 'NÃƒÂ¥r Alt Er Forbi', 'RÃƒÂ¸verhistorien']"
lastFM_41504,Music For The Empire,Stormtrooper,,,,,,[]
lastFM_41530,World Music,Goat (22),,,,,,[]
lastFM_41564,Our Somewhere Else,Beyond the Void,,,2911,,,"['Raven in Your Heart', 'Painless', 'Falling...', 'Through the Dark', 'Turn White', 'Waiting', 'Everywhere I Turn', 'The Price of Infinity', 'For All That Disappeared', 'Echoshade', 'Our Somewhere Else']"
lastFM_41567,KING BROTHERS,K. Brothers,,,3497,,,"['Kieusero!', 'A!! Ah', 'Mushakusha', 'Asu wo Koero', 'Moetsukiru made', 'Mudai 2', 'Rhythm', 'Yami no Naka Blues', 'MACH CLUB', 'Niji to Kumo']"
lastFM_41587,Let's  The Music!,N. King Cole,,,1603,,,"[""Bidin' My Time"", 'When My Sugar Walks Down the Street', 'Warm and Willing', ""I'm Gonna Sit Right Down and Write Myself a Letter"", 'Cold, Cold Heart', 'Something Makes Me Want to Dance With You', 'Moon Love', 'Ebony Rhapsody', 'Too Little, Too Late', ""Let's Face The Music And Dance""]"
lastFM_41614,Love's Funeral Pyre,Valkynaz,,,,,,[]
lastFM_41616,Hints of Innuendo,Queen,,,2761,,,"[""All God's People"", 'The Show Must Go On', 'Innuendo', 'Ride the Wild Wind', 'Bijou', 'Headlong', ""I'm Going Slightly Mad"", ""I Can't Live With You"", 'The Hitman', 'Delilah']"
lastFM_41621,Heartland,Johnny Logan,,,,,,[]
lastFM_41632,*popular* The Singles,Blessid Union Of Souls,,,1900,,,"['Hey Leonardo (she likes me for me) (Album Version)', 'And Then She Hit Me (Album Version)', 'Storybook Life (Album Version)', ""That's The Girl I've Been Telling You About (Radio Edit)"", 'I Believe (Punky Irie Mix)', 'Standing At The Edge of the Earth (Album Version)', 'Brother My Brother (Album Version)', 'Hey Leonardo (She Likes Me For Me) (Live)', 'Rev It Up (NASCAR Rocks) (Album Version)']"
lastFM_41641,Temple Tactics / Warning,KRS-One,,,,,,[]
lastFM_41677,Archaeology  The Future,Vadoinmessico,,,1864,,,"['Archaeology Of The Future', 'Teeo', 'In Spain', 'Curling Up Your Spine', 'The Adventure Of A Diver', 'Me, Desert', 'Fleur Le Tue', 'Notional Towns', 'The Colours Are Strange', 'Pond', 'Solau']"
lastFM_41680,Album: The Fla Flas vs. The Casanova Action,The Casanova Action,,,,,,[]
lastFM_41705,Electronic,Mino Safy,,,398,,,['Electronic (Original Mix)']
lastFM_41706,U Love (ThermalBear's Analogue Proposal),ThermalBear,,,,,,[]
lastFM_41710,D. Cassidy -  Daydreamer / The Puppy Song,D. Cassidy,,,,,,[]
lastFM_41713,Monster,Spoonie G.,,,,,,[]
lastFM_41726,Anaxander -  From The Dirty South... of France,Anaxander,,,,,,[]
lastFM_41728,Confess,Too Pure To Die,,,1901,,,"['Confess', 'My Vow', 'Gotham City', 'Can I Live', 'Saving Grace', 'One True Thing', 'Define Irony', 'Rock Bottom', 'Omerta', 'Trial', 'Find My Way']"
lastFM_41762,Songs in A Minor,Alicia K.,,,4865,,,"['Piano & I (Intro)', 'Piano & I', 'Girlfriend', ""Fallin'"", 'Rock Wit U', ""A Woman's Worth"", 'Goodbye', 'The Life', 'Mr. Man', 'Never Felt This Way', 'Never Felt This Way (Interlude)', 'Why Do I Feel So Sad', 'Caged Bird', 'Girlfriend (KrucialKeys Sista Girl Remix)', ""Fallin' (Remix feat. Busta Rhymes & Rampage (Radio Edit))"", ""A Woman's Worth (Remix (Short Edit))"", ""Butterflyz (Roger's Release Mix (Int'l Repackage Edit))"", 'Troubles (Jay-J & Chris Lum Bootleg Mix)', ""Fallin' (ALI Soundtrack Version)"", 'Goodbye (Solo Piano & Vocal Version)', 'Never Felt This Way (Solo Piano & Vocal Version)', 'Butterflyz (Solo Piano & Vocal Version)', 'I Got A Little Something For You (Solo Piano & Vocal Version)', ""Someday We'll All Be Free (Solo Piano & Vocal Version)""]"
lastFM_41764,The Talbot Brothers  Bermuda,T. Talbot Brothers,,,,,,[]
lastFM_41766,*popular* Emerald Forest and the Blackbird,Swallow the Sun,,,4020,,,"['Emerald Forest and the Blackbird', 'This Curt is the Deepest', 'Hate, Lead the Way', 'Cathedral Walls', 'Hearts Wide Shut', 'Silent Towers', 'Labyrinth of London (Horror Pt. IV)', 'Of Death and Corruption', 'April 14th', 'Night Will Forgive Us']"
lastFM_41795,Be Untrue,K. White,,,,,,[]
lastFM_41796,Conejo -  Los Angeles Times,Conejo,,,3181,,,"['The Devil Is Inside', 'Back From the Dead', 'Riders Get Busy (feat. Spants From the City Boys)', 'Thee Unforgiven', 'La Gangstyle', 'Rules of the Game', ""We've Been Pushed to Far (feat. Bugsy of Tattoo Ink)"", 'Home Comes First', 'Life, Survival & Murder', 'Another Fallen Solider', 'States Waiting for Me (feat. Bugsy of Tattoo Ink)', 'Heartless Record', 'Carnival of Souls']"
lastFM_41807,Burial (Logistics Remix) / Flamenco,Leviticus,,,,,,[]
lastFM_41817,Brothers,S. Brothers,,,676,,,"['Thoughts', 'Luz, amor y vida', 'En Aranjuez Con Tu Amor', 'Contigo (With You)', 'Blues Latino', 'Danza', 'Brujo', 'Trip', 'Reflections', 'Morning in Marin']"
lastFM_41831,Trouble In Mind,E. Brooks,,,,,,[]
lastFM_41840,Trouble,Trampled b. Turtles,,,2849,,,"['Valley', 'Still In Love With You', 'Arming Of Infants', 'Salvation', 'Ceiling Slide', 'Rich/Poor', 'Like an empty house', 'Tap the Kitchen Floor', 'Never Again', 'Trouble', 'Stranger', 'Spoiler', ""Who's Calling?"", 'Last Page']"
lastFM_41859,Make the Music,Leadfinger,,,721,,,"['Beside Me, Against Me', 'The Price You Pay', 'We Make The Music']"
lastFM_41878,In the Spirit,Hatikvah,,,,,,[]
