matcher,threshold,f1,precision,recall,true_positives,false_positives,false_negatives,classifier,use_probabilities,n_features,hyperparams,string_similarity_function,string_tokenization,n_comparators
MLBasedMatcher,0.5,0.9441624365482233,0.9587628865979382,0.93,93,4,7,rf,True,37.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'oob_score': False, 'warm_start': False}",,,
RuleBasedMatcher,0.4,0.9389671361502347,0.8849557522123894,1.0,100,13,0,,,,,levenshtein,,4.0
RuleBasedMatcher,0.4,0.9389671361502347,0.8849557522123894,1.0,100,13,0,,,,,damerau_levenshtein,,4.0
RuleBasedMatcher,0.4,0.9383886255924171,0.8918918918918919,0.99,99,12,1,,,,,jaccard,word,4.0
RuleBasedMatcher,0.4,0.9339622641509434,0.8839285714285714,0.99,99,13,1,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.4,0.9339622641509434,0.8839285714285714,0.99,99,13,1,,,,,cosine,word,4.0
RuleBasedMatcher,0.4,0.9295774647887325,0.8761061946902655,0.99,99,14,1,,,,,overlap,word,4.0
MLBasedMatcher,0.5,0.9278350515463918,0.9574468085106383,0.9,90,4,10,hist_gbdt,True,37.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.3,0.9230769230769231,0.9473684210526315,0.9,90,5,10,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
MLBasedMatcher,0.6,0.922279792746114,0.956989247311828,0.89,89,4,11,hist_gbdt,True,37.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.4,0.9166666666666666,0.9565217391304348,0.88,88,4,12,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
MLBasedMatcher,0.5,0.911917098445596,0.946236559139785,0.88,88,5,12,logreg,True,37.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'saga', 'tol': 0.0001, 'warm_start': False}",,,
RuleBasedMatcher,0.3,0.904977375565611,0.8264462809917356,1.0,100,21,0,,,,,jaccard,word,4.0
RuleBasedMatcher,0.5,0.9009009009009009,0.819672131147541,1.0,100,22,0,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.3,0.8928571428571428,0.8064516129032258,1.0,100,24,0,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.3,0.8928571428571428,0.8064516129032258,1.0,100,24,0,,,,,cosine,word,4.0
RuleBasedMatcher,0.3,0.888888888888889,0.8,1.0,100,25,0,,,,,overlap,word,4.0
RuleBasedMatcher,0.4,0.881057268722467,0.7874015748031497,1.0,100,27,0,,,,,jaccard,char,4.0
RuleBasedMatcher,0.5,0.881057268722467,0.7874015748031497,1.0,100,27,0,,,,,cosine,char,4.0
MLBasedMatcher,0.5,0.8695652173913043,0.9523809523809523,0.8,80,4,20,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
RuleBasedMatcher,0.7,0.8540540540540541,0.9294117647058824,0.79,79,6,21,,,,,jaro_winkler,,4.0
RuleBasedMatcher,0.6,0.8527918781725888,0.865979381443299,0.84,84,13,16,,,,,jaro_winkler,,4.0
RuleBasedMatcher,0.6,0.8524590163934427,0.9397590361445783,0.78,78,5,22,,,,,levenshtein,,4.0
RuleBasedMatcher,0.6,0.8524590163934427,0.9397590361445783,0.78,78,5,22,,,,,jaccard,char,4.0
RuleBasedMatcher,0.6,0.8524590163934427,0.9397590361445783,0.78,78,5,22,,,,,damerau_levenshtein,,4.0
RuleBasedMatcher,0.6,0.850828729281768,0.9506172839506173,0.77,77,4,23,,,,,jaccard,word,4.0
MLBasedMatcher,0.6,0.850828729281768,0.9506172839506173,0.77,77,4,23,gbdt,True,37.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'subsample': 0.8, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}",,,
RuleBasedMatcher,0.6,0.8478260869565217,0.9285714285714286,0.78,78,6,22,,,,,overlap,word,4.0
RuleBasedMatcher,0.7,0.8469387755102041,0.8645833333333334,0.83,83,13,17,,,,,overlap,char,4.0
RuleBasedMatcher,0.6,0.8465608465608465,0.898876404494382,0.8,80,9,20,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.6,0.8465608465608465,0.898876404494382,0.8,80,9,20,,,,,cosine,char,4.0
RuleBasedMatcher,0.6,0.8461538461538461,0.9390243902439024,0.77,77,5,23,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.6,0.8461538461538461,0.9390243902439024,0.77,77,5,23,,,,,cosine,word,4.0
RuleBasedMatcher,0.7,0.8444444444444444,0.95,0.76,76,4,24,,,,,sorensen_dice,char,4.0
MLBasedMatcher,0.6,0.8444444444444444,0.95,0.76,76,4,24,logreg,True,37.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'saga', 'tol': 0.0001, 'warm_start': False}",,,
MLBasedMatcher,0.6,0.8444444444444444,0.95,0.76,76,4,24,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
RuleBasedMatcher,0.7,0.8415300546448088,0.927710843373494,0.77,77,6,23,,,,,cosine,char,4.0
MLBasedMatcher,0.7,0.8379888268156425,0.9493670886075949,0.75,75,4,25,hist_gbdt,True,37.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.8,0.8361581920903954,0.961038961038961,0.74,74,3,26,gbdt,True,37.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'subsample': 0.8, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}",,,
RuleBasedMatcher,0.7,0.8314606741573033,0.9487179487179487,0.74,74,4,26,,,,,levenshtein,,4.0
RuleBasedMatcher,0.7,0.8314606741573033,0.9487179487179487,0.74,74,4,26,,,,,jaccard,char,4.0
RuleBasedMatcher,0.7,0.8314606741573033,0.9487179487179487,0.74,74,4,26,,,,,damerau_levenshtein,,4.0
MLBasedMatcher,0.6,0.8314606741573033,0.9487179487179487,0.74,74,4,26,rf,True,37.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'oob_score': False, 'warm_start': False}",,,
MLBasedMatcher,0.7,0.8314606741573033,0.9487179487179487,0.74,74,4,26,gbdt,True,37.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'subsample': 0.8, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.7,0.8314606741573033,0.9487179487179487,0.74,74,4,26,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
MLBasedMatcher,0.9,0.8295454545454545,0.9605263157894737,0.73,73,3,27,gbdt,True,37.0,"{'ccp_alpha': 0.0, 'criterion': 'friedman_mse', 'learning_rate': 0.05, 'loss': 'log_loss', 'max_depth': 3, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'subsample': 0.8, 'tol': 0.0001, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.8,0.824858757062147,0.948051948051948,0.73,73,4,27,hist_gbdt,True,37.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.7,0.8181818181818181,0.9473684210526315,0.72,72,4,28,rf,True,37.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'oob_score': False, 'warm_start': False}",,,
MLBasedMatcher,0.8,0.8181818181818181,0.9473684210526315,0.72,72,4,28,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
RuleBasedMatcher,0.5,0.8163265306122449,0.6896551724137931,1.0,100,45,0,,,,,jaro_winkler,,4.0
MLBasedMatcher,0.9,0.8160919540229885,0.9594594594594594,0.71,71,3,29,xgboost,True,37.0,"{'objective': 'binary:logistic', 'colsample_bytree': 1.0, 'enable_categorical': False, 'eval_metric': 'logloss', 'learning_rate': 0.05, 'max_depth': 9, 'missing': nan, 'n_estimators': 200, 'scale_pos_weight': 0.4629948364888124, 'subsample': 1.0, 'use_label_encoder': False}",,,
MLBasedMatcher,0.9,0.8117647058823529,0.9857142857142858,0.69,69,1,31,hist_gbdt,True,37.0,"{'categorical_features': 'from_dtype', 'early_stopping': 'auto', 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 20, 'max_features': 1.0, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 50, 'n_iter_no_change': 10, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'warm_start': False}",,,
MLBasedMatcher,0.7,0.8092485549132947,0.958904109589041,0.7,70,3,30,logreg,True,37.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'saga', 'tol': 0.0001, 'warm_start': False}",,,
RuleBasedMatcher,0.7,0.8023255813953488,0.9583333333333334,0.69,69,3,31,,,,,jaccard,word,4.0
RuleBasedMatcher,0.7,0.8023255813953488,0.9583333333333334,0.69,69,3,31,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.7,0.8023255813953488,0.9583333333333334,0.69,69,3,31,,,,,cosine,word,4.0
RuleBasedMatcher,0.7,0.8023255813953488,0.9583333333333334,0.69,69,3,31,,,,,overlap,word,4.0
MLBasedMatcher,0.8,0.7976878612716762,0.9452054794520548,0.69,69,4,31,rf,True,37.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'oob_score': False, 'warm_start': False}",,,
RuleBasedMatcher,0.8,0.7954545454545453,0.9210526315789473,0.7,70,6,30,,,,,overlap,char,4.0
RuleBasedMatcher,0.8,0.7906976744186047,0.9444444444444444,0.68,68,4,32,,,,,jaro_winkler,,4.0
MLBasedMatcher,0.8,0.7804878048780487,1.0,0.64,64,0,36,logreg,True,37.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'saga', 'tol': 0.0001, 'warm_start': False}",,,
RuleBasedMatcher,0.3,0.7751937984496124,0.6329113924050633,1.0,100,58,0,,,,,levenshtein,,4.0
RuleBasedMatcher,0.4,0.7751937984496124,0.6329113924050633,1.0,100,58,0,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.3,0.7751937984496124,0.6329113924050633,1.0,100,58,0,,,,,damerau_levenshtein,,4.0
MLBasedMatcher,0.9,0.7607361963190183,0.9841269841269841,0.62,62,1,38,rf,True,37.0,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.0, 'min_samples_leaf': 4, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'oob_score': False, 'warm_start': False}",,,
RuleBasedMatcher,0.3,0.7547169811320755,0.6060606060606061,1.0,100,65,0,,,,,jaccard,char,4.0
RuleBasedMatcher,0.9,0.7425149700598802,0.9253731343283582,0.62,62,5,38,,,,,overlap,char,4.0
RuleBasedMatcher,0.6,0.7400881057268722,0.6614173228346457,0.84,84,43,16,,,,,overlap,char,4.0
RuleBasedMatcher,0.4,0.7352941176470588,0.5813953488372093,1.0,100,72,0,,,,,cosine,char,4.0
RuleBasedMatcher,0.9,0.7204968944099378,0.9508196721311475,0.58,58,3,42,,,,,jaro_winkler,,4.0
RuleBasedMatcher,0.8,0.7125,0.95,0.57,57,3,43,,,,,jaccard,char,4.0
RuleBasedMatcher,0.8,0.7125,0.95,0.57,57,3,43,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.8,0.7125,0.95,0.57,57,3,43,,,,,cosine,char,4.0
RuleBasedMatcher,0.8,0.6962025316455697,0.9482758620689655,0.55,55,3,45,,,,,levenshtein,,4.0
RuleBasedMatcher,0.8,0.6962025316455697,0.9482758620689655,0.55,55,3,45,,,,,damerau_levenshtein,,4.0
RuleBasedMatcher,0.8,0.6878980891719746,0.9473684210526315,0.54,54,3,46,,,,,jaccard,word,4.0
RuleBasedMatcher,0.8,0.6878980891719746,0.9473684210526315,0.54,54,3,46,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.8,0.6878980891719746,0.9473684210526315,0.54,54,3,46,,,,,cosine,word,4.0
RuleBasedMatcher,0.8,0.6878980891719746,0.9473684210526315,0.54,54,3,46,,,,,overlap,word,4.0
RuleBasedMatcher,0.5,0.6872852233676976,0.5235602094240838,1.0,100,91,0,,,,,overlap,char,4.0
RuleBasedMatcher,0.3,0.6802721088435374,0.5154639175257731,1.0,100,94,0,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.4,0.6756756756756758,0.5102040816326531,1.0,100,96,0,,,,,jaro_winkler,,4.0
RuleBasedMatcher,0.9,0.6666666666666667,0.9622641509433962,0.51,51,2,49,,,,,jaccard,char,4.0
RuleBasedMatcher,0.9,0.6666666666666666,0.5,1.0,100,100,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.9,0.6623376623376623,0.9444444444444444,0.51,51,3,49,,,,,sorensen_dice,char,4.0
RuleBasedMatcher,0.9,0.6623376623376623,0.9444444444444444,0.51,51,3,49,,,,,cosine,char,4.0
RuleBasedMatcher,0.9,0.6578947368421052,0.9615384615384616,0.5,50,2,50,,,,,levenshtein,,4.0
RuleBasedMatcher,0.9,0.6578947368421052,0.9615384615384616,0.5,50,2,50,,,,,damerau_levenshtein,,4.0
RuleBasedMatcher,0.9,0.6486486486486487,1.0,0.48,48,0,52,,,,,jaccard,word,4.0
RuleBasedMatcher,0.9,0.6447368421052632,0.9423076923076923,0.49,49,3,51,,,,,sorensen_dice,word,4.0
RuleBasedMatcher,0.9,0.6447368421052632,0.9423076923076923,0.49,49,3,51,,,,,cosine,word,4.0
RuleBasedMatcher,0.9,0.6447368421052632,0.9423076923076923,0.49,49,3,51,,,,,overlap,word,4.0
RuleBasedMatcher,0.3,0.628930817610063,0.45871559633027525,1.0,100,118,0,,,,,cosine,char,4.0
RuleBasedMatcher,0.8,0.6230529595015577,0.45248868778280543,1.0,100,121,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.7,0.6060606060606061,0.43478260869565216,1.0,100,130,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.4,0.5934718100890208,0.4219409282700422,1.0,100,137,0,,,,,overlap,char,4.0
RuleBasedMatcher,0.6,0.5813953488372093,0.4098360655737705,1.0,100,144,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.3,0.5617977528089888,0.390625,1.0,100,156,0,,,,,jaro_winkler,,4.0
MLBasedMatcher,0.9,0.5611510791366906,1.0,0.39,39,0,61,logreg,True,37.0,"{'C': 0.1, 'class_weight': 'balanced', 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'max_iter': 1000, 'multi_class': 'deprecated', 'penalty': 'l2', 'solver': 'saga', 'tol': 0.0001, 'warm_start': False}",,,
RuleBasedMatcher,0.5,0.5571030640668523,0.3861003861003861,1.0,100,159,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.3,0.5479452054794521,0.37735849056603776,1.0,100,165,0,,,,,overlap,char,4.0
RuleBasedMatcher,0.4,0.5434782608695653,0.373134328358209,1.0,100,168,0,,,,,monge_elkan,word,4.0
RuleBasedMatcher,0.3,0.5319148936170213,0.36231884057971014,1.0,100,176,0,,,,,monge_elkan,word,4.0
