id,name,website,country,industry,assets,revenue
http://www.forbes.com/companies/prudential-financial/,Prudential Financial,http://www.forbes.com/companies/prudential-financial/,United States of America,Life & Health Insurance,731800000000,48700000000
http://www.forbes.com/companies/heidelbergcement/,HeidelbergCement,http://www.forbes.com/companies/heidelbergcement/,,Construction Materials,37000000000,18500000000
http://www.forbes.com/companies/unicredit-group/,UniCredit Group,http://www.forbes.com/companies/unicredit-group/,Italy,Diversified Banks,1165500000000,32800000000
http://www.forbes.com/companies/suzuki-motor/,Suzuki Motor,http://www.forbes.com/companies/suzuki-motor/,Japan,Automobile Manufacturers,26400000000,29000000000
http://www.forbes.com/companies/praxair/,Praxair,http://www.forbes.com/companies/praxair/,United States of America,Specialty Chemicals,20300000000,11900000000
http://www.forbes.com/companies/edison-international/,Edison International,http://www.forbes.com/companies/edison-international/,United States of America,Electric Utilities,46600000000,12600000000
http://www.forbes.com/companies/sk-hynix/,SK Hynix,http://www.forbes.com/companies/sk-hynix/,Korea (Republic of),Semiconductors,19800000000,12900000000
http://www.forbes.com/companies/ppg-industries/,PPG Industries,http://www.forbes.com/companies/ppg-industries/,United States of America,Diversified Chemicals,15900000000,15100000000
http://www.forbes.com/companies/jfe-holdings/,JFE Holdings,http://www.forbes.com/companies/jfe-holdings/,Japan,Steel,40100000000,36100000000
http://www.forbes.com/companies/vale/,Vale,http://www.forbes.com/companies/vale/,Brazil,Steel,123700000000,47600000000
http://www.forbes.com/companies/tenaga-nasional/,Tenaga Nasional,http://www.forbes.com/companies/tenaga-nasional/,Malaysia,Electric Utilities,31300000000,12000000000
http://www.forbes.com/companies/resona-holdings/,Resona Holdings,http://www.forbes.com/companies/resona-holdings/,Japan,Regional Banks,420300000000,7900000000
http://www.forbes.com/companies/toyota-industries/,Toyota Industries,http://www.forbes.com/companies/toyota-industries/,Japan,Automotive Parts & Equipment,38100000000,20000000000
http://www.forbes.com/companies/daiwa-securities/,Daiwa Securities,http://www.forbes.com/companies/daiwa-securities/,Japan,Investment Banking & Brokerage,199300000000,6800000000
http://www.forbes.com/companies/fifth-third-bancorp/,Fifth Third Bancorp,http://www.forbes.com/companies/fifth-third-bancorp/,United States of America,Regional Banks,131500000000,6200000000
http://www.forbes.com/companies/united-continental-holdings/,United Continental Holdings,http://www.forbes.com/companies/united-continental-holdings/,United States of America,Passenger Airlines,36800000000,38300000000
http://www.forbes.com/companies/hm/,H&M,http://www.forbes.com/companies/hm/,Sweden,Apparel Retail,10300000000,20300000000
http://www.forbes.com/companies/koc-holding/,Koç Holding,http://www.forbes.com/companies/koc-holding/,Turkey,Industrial Conglomerates,27400000000,34700000000
http://www.forbes.com/companies/chesapeake-energy/,Chesapeake Energy,http://www.forbes.com/companies/chesapeake-energy/,United States of America,Integrated Oil & Gas,41800000000,17800000000
http://www.forbes.com/companies/amazon/,Amazon.com,http://www.forbes.com/companies/amazon/,United States of America,Broadline Retail,41400000000,74500000000
http://www.forbes.com/companies/intesa-sanpaolo/,Intesa Sanpaolo,http://www.forbes.com/companies/intesa-sanpaolo/,Italy,Diversified Banks,863000000000,24500000000
http://www.forbes.com/companies/paccar/,Paccar,http://www.forbes.com/companies/paccar/,United States of America,Construction Machinery & Heavy Transportation Equipment,20700000000,17100000000
http://www.forbes.com/companies/aon/,Aon,http://www.forbes.com/companies/aon/,United Kingdom of Great Britain and Northern Ireland,Insurance Brokers,30300000000,11800000000
http://www.forbes.com/companies/xerox/,Xerox,http://www.forbes.com/companies/xerox/,United States of America,Office Services & Supplies,29000000000,21600000000
http://www.forbes.com/companies/hana-financial/,Hana Financial Group,http://www.forbes.com/companies/hana-financial/,Korea (Republic of),Regional Banks,279700000000,13000000000
http://www.forbes.com/companies/etisalat/,Etisalat,http://www.forbes.com/companies/etisalat/,United Arab Emirates,Integrated Telecommunication Services,23300000000,10600000000
http://www.forbes.com/companies/loews/,Loews,http://www.forbes.com/companies/loews/,United States of America,Multi-line Insurance,79900000000,14700000000
http://www.forbes.com/companies/tokyo-electric-power/,Tokyo Electric Power,http://www.forbes.com/companies/tokyo-electric-power/,Japan,Electric Utilities,145600000000,66000000000
http://www.forbes.com/companies/cimb-group-holdings/,CIMB Group Holdings,http://www.forbes.com/companies/cimb-group-holdings/,Malaysia,Regional Banks,113200000000,6800000000
http://www.forbes.com/companies/sk-telecom/,SK Telecom,http://www.forbes.com/companies/sk-telecom/,Korea (Republic of),Integrated Telecommunication Services,25200000000,15300000000
http://www.forbes.com/companies/tjx-cos/,TJX Cos,http://www.forbes.com/companies/tjx-cos/,United States of America,Broadline Retail,10200000000,27400000000
http://www.forbes.com/companies/charles-schwab/,Charles Schwab,http://www.forbes.com/companies/charles-schwab/,United States of America,Investment Banking & Brokerage,143900000000,5500000000
http://www.forbes.com/companies/associated-british-foods/,Associated British Foods,http://www.forbes.com/companies/associated-british-foods/,United Kingdom of Great Britain and Northern Ireland,Packaged Foods & Meats,16800000000,20800000000
http://www.forbes.com/companies/tesco/,Tesco,http://www.forbes.com/companies/tesco/,United Kingdom of Great Britain and Northern Ireland,Food Retail,78000000000,100600000000
http://www.forbes.com/companies/principal-financial-group/,Principal Financial Group,http://www.forbes.com/companies/principal-financial-group/,United States of America,Life & Health Insurance,208200000000,9500000000
http://www.forbes.com/companies/mitsubishi-estate/,Mitsubishi Estate,http://www.forbes.com/companies/mitsubishi-estate/,Japan,Diversified Real Estate Activities,45100000000,10200000000
http://www.forbes.com/companies/gfnorte/,GFNorte,http://www.forbes.com/companies/gfnorte/,Mexico,Regional Banks,76900000000,8400000000
http://www.forbes.com/companies/ageas/,Ageas,http://www.forbes.com/companies/ageas/,Netherlands,Multi-line Insurance,129000000000,15800000000
http://www.forbes.com/companies/repsol-ypf/,Repsol YPF,http://www.forbes.com/companies/repsol-ypf/,Spain,Integrated Oil & Gas,89700000000,74700000000
http://www.forbes.com/companies/sempra-energy/,Sempra Energy,http://www.forbes.com/companies/sempra-energy/,United States of America,Gas Utilities,37200000000,10600000000
http://www.forbes.com/companies/td-holdings/,T&D Holdings,http://www.forbes.com/companies/td-holdings/,Japan,Life & Health Insurance,134300000000,21600000000
http://www.forbes.com/companies/new-china-life-insurance/,New China Life Insurance,http://www.forbes.com/companies/new-china-life-insurance/,China,Life & Health Insurance,88600000000,18700000000
http://www.forbes.com/companies/firstrand/,FirstRand,http://www.forbes.com/companies/firstrand/,South Africa,Diversified Banks,85400000000,6300000000
http://www.forbes.com/companies/aeon/,Aeon,http://www.forbes.com/companies/aeon/,Japan,Consumer Staples Merchandise Retail,67300000000,64400000000
http://www.forbes.com/companies/akzo-nobel/,Akzo Nobel,http://www.forbes.com/companies/akzo-nobel/,Netherlands,Diversified Chemicals,22100000000,19400000000
http://www.forbes.com/companies/bank-mandiri/,Bank Mandiri,http://www.forbes.com/companies/bank-mandiri/,India,Regional Banks,60200000000,6600000000
http://www.forbes.com/companies/rogers-communications/,Rogers Communications,http://www.forbes.com/companies/rogers-communications/,Canada,Integrated Telecommunication Services,22200000000,12300000000
http://www.forbes.com/companies/swiss-life-holding/,Swiss Life Holding,http://www.forbes.com/companies/swiss-life-holding/,Switzerland,Life & Health Insurance,191300000000,20200000000
http://www.forbes.com/companies/novatek/,Novatek,http://www.forbes.com/companies/novatek/,Russian Federation,Integrated Oil & Gas,18200000000,9400000000
http://www.forbes.com/companies/corning/,Corning,http://www.forbes.com/companies/corning/,United States of America,Communications Equipment,28500000000,7800000000
http://www.forbes.com/companies/fujifilm-holdings/,Fujifilm Holdings,http://www.forbes.com/companies/fujifilm-holdings/,Japan,Consumer Electronics,30800000000,24400000000
http://www.forbes.com/companies/bank-rakyat-indonesia/,Bank Rakyat Indonesia,http://www.forbes.com/companies/bank-rakyat-indonesia/,India,Regional Banks,51500000000,6300000000
http://www.forbes.com/companies/cez-group/,CEZ Group,http://www.forbes.com/companies/cez-group/,Czech Republic,Electric Utilities,32300000000,11100000000
http://www.forbes.com/companies/consolidated-edison/,Consolidated Edison,http://www.forbes.com/companies/consolidated-edison/,United States of America,Electric Utilities,40600000000,12300000000
http://www.forbes.com/companies/akbank/,Akbank,http://www.forbes.com/companies/akbank/,Turkey,Regional Banks,90400000000,7900000000
http://www.forbes.com/companies/micron-technology/,Micron Technology,http://www.forbes.com/companies/micron-technology/,United States of America,Semiconductors,19800000000,11300000000
http://www.forbes.com/companies/covidien/,Covidien,http://www.forbes.com/companies/covidien/,Ireland,Health Care Equipment,19600000000,10900000000
http://www.forbes.com/companies/progressive/,Progressive,http://www.forbes.com/companies/progressive/,United States of America,Property & Casualty Insurance,25200000000,18200000000
http://www.forbes.com/companies/saudi-electricity/,Saudi Electricity,http://www.forbes.com/companies/saudi-electricity/,Saudi Arabia,Electric Utilities,73800000000,9500000000
http://www.forbes.com/companies/arcelormittal/,ArcelorMittal,http://www.forbes.com/companies/arcelormittal/,Luxembourg,Steel,112300000000,79400000000
http://www.forbes.com/companies/alstom/,Alstom,http://www.forbes.com/companies/alstom/,France,Industrial Conglomerates,41200000000,26600000000
http://www.forbes.com/companies/national-bank-of-canada/,National Bank of Canada,http://www.forbes.com/companies/national-bank-of-canada/,Canada,Diversified Banks,175200000000,7000000000
http://www.forbes.com/companies/formosa-petrochemical/,Formosa Petrochemical,http://www.forbes.com/companies/formosa-petrochemical/,"Taiwan, Province of China[a]",Integrated Oil & Gas,17300000000,31400000000
http://www.forbes.com/companies/cummins/,Cummins,http://www.forbes.com/companies/cummins/,United States of America,Construction Machinery & Heavy Transportation Equipment,14700000000,17300000000
http://www.forbes.com/companies/sk-innovation/,SK Innovation,http://www.forbes.com/companies/sk-innovation/,Korea (Republic of),Integrated Oil & Gas,33400000000,60900000000
http://www.forbes.com/companies/te-connectivity/,TE Connectivity,http://www.forbes.com/companies/te-connectivity/,Switzerland,Electronic Equipment & Instruments,18400000000,13500000000
http://www.forbes.com/companies/ecolab/,Ecolab,http://www.forbes.com/companies/ecolab/,United States of America,Specialty Chemicals,19600000000,13300000000
http://www.forbes.com/companies/larsen-toubro/,Larsen & Toubro,http://www.forbes.com/companies/larsen-toubro/,India,Construction & Engineering,26700000000,13500000000
http://www.forbes.com/companies/gree-electric-appliances/,Gree Electric Appliances,http://www.forbes.com/companies/gree-electric-appliances/,China,Household Appliances,21200000000,17900000000
http://www.forbes.com/companies/public-service-enterprise/,Public Service Enterprise,http://www.forbes.com/companies/public-service-enterprise/,United States of America,Electric Utilities,32600000000,10000000000
http://www.forbes.com/companies/piraeus-bank/,Piraeus Bank,http://www.forbes.com/companies/piraeus-bank/,Greece,Regional Banks,126800000000,5500000000
http://www.forbes.com/companies/precision-castparts/,Precision Castparts,http://www.forbes.com/companies/precision-castparts/,United States of America,Aerospace & Defense,18300000000,9500000000
http://www.forbes.com/companies/rwe-group/,RWE Group,http://www.forbes.com/companies/rwe-group/,,Electric Utilities,111800000000,68200000000
http://www.forbes.com/companies/mastercard/,MasterCard,http://www.forbes.com/companies/mastercard/,United States of America,Consumer Finance,14200000000,8300000000
http://www.forbes.com/companies/fortescue-metals-group/,Fortescue Metals Group,http://www.forbes.com/companies/fortescue-metals-group/,Australia,Steel,22900000000,10600000000
http://www.forbes.com/companies/kellogg/,Kellogg,http://www.forbes.com/companies/kellogg/,United States of America,Packaged Foods & Meats,15500000000,14800000000
http://www.forbes.com/companies/kirin-holdings/,Kirin Holdings,http://www.forbes.com/companies/kirin-holdings/,Japan,Beverages,27600000000,23100000000
http://www.forbes.com/companies/facebook/,Facebook,http://www.forbes.com/companies/facebook/,United States of America,IT Consulting & Other Services,17900000000,7900000000
http://www.forbes.com/companies/poly-real-estate/,Poly Real Estate,http://www.forbes.com/companies/poly-real-estate/,China,Diversified Real Estate Activities,51500000000,13100000000
http://www.forbes.com/companies/baoshan-iron-steel/,Baoshan Iron & Steel,http://www.forbes.com/companies/baoshan-iron-steel/,China,Steel,37400000000,30800000000
http://www.forbes.com/companies/fortum/,Fortum,http://www.forbes.com/companies/fortum/,Finland,Electric Utilities,33600000000,8000000000
http://www.forbes.com/companies/atlas-copco/,Atlas Copco,http://www.forbes.com/companies/atlas-copco/,Sweden,Industrial Machinery & Supplies & Components,13700000000,12900000000
http://www.forbes.com/companies/norilsk-nickel/,Norilsk Nickel,http://www.forbes.com/companies/norilsk-nickel/,Russian Federation,Diversified Metals & Mining,20200000000,11700000000
http://www.forbes.com/companies/cheung-kong-holdings/,Cheung Kong Holdings,http://www.forbes.com/companies/cheung-kong-holdings/,Hong Kong,Diversified Real Estate Activities,55300000000,2600000000
http://www.forbes.com/companies/toyota-tsusho/,Toyota Tsusho,http://www.forbes.com/companies/toyota-tsusho/,Japan,Trading Companies & Distributors,37700000000,74800000000
http://www.forbes.com/companies/sysco/,Sysco,http://www.forbes.com/companies/sysco/,United States of America,Food Retail,13000000000,45500000000
http://www.forbes.com/companies/tatneft/,Tatneft,http://www.forbes.com/companies/tatneft/,Russian Federation,Integrated Oil & Gas,20400000000,14300000000
http://www.forbes.com/companies/dish-network/,DISH Network,http://www.forbes.com/companies/dish-network/,United States of America,Broadcasting,20400000000,13900000000
http://www.forbes.com/companies/safeway/,Safeway,http://www.forbes.com/companies/safeway/,United States of America,Food Retail,17200000000,37600000000
http://www.forbes.com/companies/adidas/,Adidas,http://www.forbes.com/companies/adidas/,,Apparel Accessories & Luxury Goods,16000000000,19200000000
http://www.forbes.com/companies/cenovus-energy/,Cenovus Energy,http://www.forbes.com/companies/cenovus-energy/,Canada,Integrated Oil & Gas,24100000000,18100000000
http://www.forbes.com/companies/korea-electric-power/,Korea Electric Power,http://www.forbes.com/companies/korea-electric-power/,Korea (Republic of),Electric Utilities,147400000000,49400000000
http://www.forbes.com/companies/omnicom-group/,Omnicom Group,http://www.forbes.com/companies/omnicom-group/,United States of America,Advertising,22100000000,14600000000
http://www.forbes.com/companies/cardinal-health/,Cardinal Health,http://www.forbes.com/companies/cardinal-health/,United States of America,Pharmaceuticals,25000000000,96700000000
http://www.forbes.com/companies/thales/,Thales,http://www.forbes.com/companies/thales/,France,Aerospace & Defense,29600000000,18200000000
http://www.forbes.com/companies/otsuka-holding/,Otsuka Holding,http://www.forbes.com/companies/otsuka-holding/,Japan,Pharmaceuticals,17900000000,14400000000
http://www.forbes.com/companies/grupo-mexico/,Grupo Mexico,http://www.forbes.com/companies/grupo-mexico/,Mexico,Diversified Metals & Mining,20200000000,9400000000
http://www.forbes.com/companies/clp-holdings/,CLP Holdings,http://www.forbes.com/companies/clp-holdings/,Hong Kong,Electric Utilities,27300000000,13500000000
http://www.forbes.com/companies/swire-pacific/,Swire Pacific,http://www.forbes.com/companies/swire-pacific/,Hong Kong,Industrial Conglomerates,45000000000,6600000000
http://www.forbes.com/companies/kyocera/,Kyocera,http://www.forbes.com/companies/kyocera/,Japan,Electronic Equipment & Instruments,25700000000,14600000000
http://www.forbes.com/companies/marsh-mclennan/,Marsh & McLennan,http://www.forbes.com/companies/marsh-mclennan/,United States of America,Insurance Brokers,17000000000,12300000000
http://www.forbes.com/companies/china-resources-land/,China Resources Land,http://www.forbes.com/companies/china-resources-land/,Hong Kong,Diversified Real Estate Activities,36300000000,9300000000
http://www.forbes.com/companies/hdfc/,HDFC,http://www.forbes.com/companies/hdfc/,India,Consumer Finance,43500000000,6600000000
http://www.forbes.com/companies/raiffeisen-bank-international/,Raiffeisen Bank International,http://www.forbes.com/companies/raiffeisen-bank-international/,Austria,Diversified Banks,177400000000,11100000000
http://www.forbes.com/companies/shin-etsu-chemical/,Shin-Etsu Chemical,http://www.forbes.com/companies/shin-etsu-chemical/,Japan,Diversified Chemicals,19900000000,11400000000
http://www.forbes.com/companies/cic-group/,CIC Group,http://www.forbes.com/companies/cic-group/,France,Diversified Banks,321000000000,9700000000
http://www.forbes.com/companies/suncorp-group/,Suncorp Group,http://www.forbes.com/companies/suncorp-group/,Australia,Multi-line Insurance,84200000000,15600000000
http://www.forbes.com/companies/kubota/,Kubota,http://www.forbes.com/companies/kubota/,Japan,Construction Machinery & Heavy Transportation Equipment,19900000000,14600000000
http://www.forbes.com/companies/sca/,SCA,http://www.forbes.com/companies/sca/,Sweden,Household Products,22200000000,13700000000
http://www.forbes.com/companies/tata-consultancy-services/,Tata Consultancy Services,http://www.forbes.com/companies/tata-consultancy-services/,India,IT Consulting & Other Services,9200000000,13100000000
http://www.forbes.com/companies/siam-commercial-bank/,Siam Commercial Bank,http://www.forbes.com/companies/siam-commercial-bank/,Thailand,Regional Banks,77100000000,5700000000
http://www.forbes.com/companies/telus/,TELUS,http://www.forbes.com/companies/telus/,Canada,Integrated Telecommunication Services,20300000000,11000000000
http://www.forbes.com/companies/aisin-seiki/,Aisin Seiki,http://www.forbes.com/companies/aisin-seiki/,Japan,Automotive Parts & Equipment,24000000000,28100000000
http://www.forbes.com/companies/daikin-industries/,Daikin Industries,http://www.forbes.com/companies/daikin-industries/,Japan,Construction Materials,19300000000,17300000000
http://www.forbes.com/companies/lg-chem/,LG Chem,http://www.forbes.com/companies/lg-chem/,Korea (Republic of),Specialty Chemicals,16500000000,21100000000
http://www.forbes.com/companies/vivendi/,Vivendi,http://www.forbes.com/companies/vivendi/,France,Integrated Telecommunication Services,67800000000,31600000000
http://www.forbes.com/companies/transocean/,Transocean,http://www.forbes.com/companies/transocean/,Switzerland,Oil & Gas Equipment & Services,32500000000,9500000000
http://www.forbes.com/companies/mazda-motor/,Mazda Motor,http://www.forbes.com/companies/mazda-motor/,Japan,Automobile Manufacturers,19700000000,26700000000
http://www.forbes.com/companies/anglo-american/,Anglo American,http://www.forbes.com/companies/anglo-american/,United Kingdom of Great Britain and Northern Ireland,Diversified Metals & Mining,71200000000,29300000000
http://www.forbes.com/companies/evonik/,Evonik,http://www.forbes.com/companies/evonik/,,,21900000000,17100000000
http://www.forbes.com/companies/grupo-aval/,Grupo Aval,http://www.forbes.com/companies/grupo-aval/,Colombia,Investment Banking & Brokerage,72000000000,9000000000
http://www.forbes.com/companies/compass-group/,Compass Group,http://www.forbes.com/companies/compass-group/,United Kingdom of Great Britain and Northern Ireland,Restaurants,14800000000,27400000000
http://www.forbes.com/companies/kasikornbank/,Kasikornbank,http://www.forbes.com/companies/kasikornbank/,Thailand,Diversified Banks,69700000000,6900000000
http://www.forbes.com/companies/commerzbank/,Commerzbank,http://www.forbes.com/companies/commerzbank/,,Diversified Banks,803000000000,21600000000
http://www.forbes.com/companies/ferrovial/,Ferrovial,http://www.forbes.com/companies/ferrovial/,Spain,,31400000000,10800000000
http://www.forbes.com/companies/xcel-energy/,Xcel Energy,http://www.forbes.com/companies/xcel-energy/,United States of America,Electric Utilities,33900000000,10900000000
http://www.forbes.com/companies/j-sainsbury/,J Sainsbury,http://www.forbes.com/companies/j-sainsbury/,United Kingdom of Great Britain and Northern Ireland,Food Retail,20900000000,37200000000
http://www.forbes.com/companies/lotte-shopping/,Lotte Shopping,http://www.forbes.com/companies/lotte-shopping/,Korea (Republic of),Broadline Retail,36900000000,25800000000
http://www.forbes.com/companies/franklin-resources/,Franklin Resources,http://www.forbes.com/companies/franklin-resources/,United States of America,Investment Banking & Brokerage,15900000000,8200000000
http://www.forbes.com/companies/daiwa-house-industry/,Daiwa House Industry,http://www.forbes.com/companies/daiwa-house-industry/,Japan,Construction & Engineering,24700000000,25400000000
http://www.forbes.com/companies/sabanci-holding/,Sabanci Holding,http://www.forbes.com/companies/sabanci-holding/,Turkey,Industrial Conglomerates,96100000000,13000000000
http://www.forbes.com/companies/grupo-modelo/,Grupo Modelo,http://www.forbes.com/companies/grupo-modelo/,Mexico,Beverages,15000000000,6900000000
http://www.forbes.com/companies/carlsberg/,Carlsberg,http://www.forbes.com/companies/carlsberg/,Denmark,Beverages,27900000000,11800000000
http://www.forbes.com/companies/lenovo-group/,Lenovo Group,http://www.forbes.com/companies/lenovo-group/,Hong Kong,Technology Hardware Storage & Peripherals,19500000000,37200000000
http://www.forbes.com/companies/al-rajhi-bank/,Al Rajhi Bank,http://www.forbes.com/companies/al-rajhi-bank/,Saudi Arabia,Regional Banks,74600000000,4000000000
http://www.forbes.com/companies/hartford-financial-services/,Hartford Financial Services,http://www.forbes.com/companies/hartford-financial-services/,United States of America,Multi-line Insurance,279600000000,26400000000
http://www.forbes.com/companies/kingfisher/,Kingfisher,http://www.forbes.com/companies/kingfisher/,United Kingdom of Great Britain and Northern Ireland,Home Improvement Retail,16100000000,17400000000
http://www.forbes.com/companies/keppel-corp/,Keppel Corp,http://www.forbes.com/companies/keppel-corp/,Singapore,Industrial Conglomerates,23900000000,9900000000
http://www.forbes.com/companies/simon-property-group/,Simon Property Group,http://www.forbes.com/companies/simon-property-group/,United States of America,Diversified Real Estate Activities,33300000000,5200000000
http://www.forbes.com/companies/tenaris/,Tenaris,http://www.forbes.com/companies/tenaris/,Luxembourg,Oil & Gas Equipment & Services,15900000000,10600000000
http://www.forbes.com/companies/regions-financial/,Regions Financial,http://www.forbes.com/companies/regions-financial/,United States of America,Regional Banks,118100000000,5600000000
http://www.forbes.com/companies/telecom-italia/,Telecom Italia,http://www.forbes.com/companies/telecom-italia/,Italy,Integrated Telecommunication Services,96800000000,31100000000
http://www.forbes.com/companies/southwest-airlines/,Southwest Airlines,http://www.forbes.com/companies/southwest-airlines/,United States of America,Passenger Airlines,19300000000,17700000000
http://www.forbes.com/companies/western-digital/,Western Digital,http://www.forbes.com/companies/western-digital/,United States of America,Technology Hardware Storage & Peripherals,15300000000,15300000000
http://www.forbes.com/companies/porsche-automobil-holding/,Porsche Automobil Holding,http://www.forbes.com/companies/porsche-automobil-holding/,,Automobile Manufacturers,43100000000,0
http://www.forbes.com/companies/tokyo-gas/,Tokyo Gas,http://www.forbes.com/companies/tokyo-gas/,Japan,Gas Utilities,19600000000,20600000000
http://www.forbes.com/companies/woodside-petroleum/,Woodside Petroleum,http://www.forbes.com/companies/woodside-petroleum/,Australia,Integrated Oil & Gas,23800000000,6200000000
http://www.forbes.com/companies/deutsche-lufthansa/,Deutsche Lufthansa,http://www.forbes.com/companies/deutsche-lufthansa/,,Passenger Airlines,40100000000,39900000000
http://www.forbes.com/companies/falabella/,Falabella,http://www.forbes.com/companies/falabella/,Chile,Broadline Retail,18200000000,13200000000
http://www.forbes.com/companies/bankia/,Bankia,http://www.forbes.com/companies/bankia/,Spain,Regional Banks,346500000000,5100000000
http://www.forbes.com/companies/potash-of-saskatchewan/,Potash of Saskatchewan,http://www.forbes.com/companies/potash-of-saskatchewan/,Canada,Specialty Chemicals,18000000000,7300000000
http://www.forbes.com/companies/sumitomo-electric/,Sumitomo Electric,http://www.forbes.com/companies/sumitomo-electric/,Japan,Automotive Parts & Equipment,24200000000,25200000000
http://www.forbes.com/companies/public-bank/,Public Bank,http://www.forbes.com/companies/public-bank/,Malaysia,Regional Banks,93300000000,4600000000
http://www.forbes.com/companies/alpha-bank/,Alpha Bank,http://www.forbes.com/companies/alpha-bank/,Greece,Regional Banks,99300000000,5200000000
http://www.forbes.com/companies/air-products-chemicals/,Air Products & Chemicals,http://www.forbes.com/companies/air-products-chemicals/,United States of America,Specialty Chemicals,17900000000,10200000000
http://www.forbes.com/companies/sumitomo-realty/,Sumitomo Realty,http://www.forbes.com/companies/sumitomo-realty/,Japan,Diversified Real Estate Activities,39200000000,8300000000
http://www.forbes.com/companies/publicis-groupe/,Publicis Groupe,http://www.forbes.com/companies/publicis-groupe/,France,Advertising,23600000000,9200000000
http://www.forbes.com/companies/entergy/,Entergy,http://www.forbes.com/companies/entergy/,United States of America,Electric Utilities,43400000000,11400000000
http://www.forbes.com/companies/asml-holding/,ASML Holding,http://www.forbes.com/companies/asml-holding/,Netherlands,Semiconductors,16800000000,7000000000
http://www.forbes.com/companies/slm/,SLM,http://www.forbes.com/companies/slm/,United States of America,Consumer Finance,159500000000,5800000000
http://www.forbes.com/companies/conagra-foods/,ConAgra Foods,http://www.forbes.com/companies/conagra-foods/,United States of America,Packaged Foods & Meats,20400000000,17900000000
http://www.forbes.com/companies/reynolds-american/,Reynolds American,http://www.forbes.com/companies/reynolds-american/,United States of America,Tobacco,15400000000,8200000000
http://www.forbes.com/companies/china-resources-power/,China Resources Power,http://www.forbes.com/companies/china-resources-power/,Hong Kong,Electric Utilities,27600000000,9000000000
http://www.forbes.com/companies/samsung-fire-marine/,Samsung Fire & Marine,http://www.forbes.com/companies/samsung-fire-marine/,Korea (Republic of),Property & Casualty Insurance,45700000000,16700000000
http://www.forbes.com/companies/unum-group/,Unum Group,http://www.forbes.com/companies/unum-group/,United States of America,Life & Health Insurance,60700000000,10400000000
http://www.forbes.com/companies/sime-darby/,Sime Darby,http://www.forbes.com/companies/sime-darby/,Malaysia,Industrial Conglomerates,15200000000,14400000000
http://www.forbes.com/companies/george-weston/,George Weston,http://www.forbes.com/companies/george-weston/,Canada,Food Retail,23200000000,32600000000
http://www.forbes.com/companies/evergrande-real-estate/,Evergrande Real Estate,http://www.forbes.com/companies/evergrande-real-estate/,China,Diversified Real Estate Activities,44700000000,11400000000
http://www.forbes.com/companies/agrium/,Agrium,http://www.forbes.com/companies/agrium/,Canada,Specialty Chemicals,16000000000,15900000000
http://www.forbes.com/companies/mosaic/,Mosaic,http://www.forbes.com/companies/mosaic/,United States of America,Specialty Chemicals,19600000000,8200000000
http://www.forbes.com/companies/anhui-conch-cement/,Anhui Conch Cement,http://www.forbes.com/companies/anhui-conch-cement/,China,Construction Materials,15400000000,9000000000
http://www.forbes.com/companies/teck-resources/,Teck Resources,http://www.forbes.com/companies/teck-resources/,Canada,Diversified Metals & Mining,34100000000,9100000000
http://www.forbes.com/companies/banco-popular-espanol/,Banco Popular Espanol,http://www.forbes.com/companies/banco-popular-espanol/,Spain,Regional Banks,203700000000,8200000000
http://www.forbes.com/companies/swatch-group/,Swatch Group,http://www.forbes.com/companies/swatch-group/,Switzerland,Apparel Accessories & Luxury Goods,11300000000,9100000000
http://www.forbes.com/companies/national-bank-of-greece/,National Bank of Greece,http://www.forbes.com/companies/national-bank-of-greece/,Greece,Diversified Banks,152900000000,5000000000
http://www.forbes.com/companies/stryker/,Stryker,http://www.forbes.com/companies/stryker/,United States of America,Health Care Equipment,15700000000,9000000000
http://www.forbes.com/companies/delphi-automotive/,Delphi Automotive,http://www.forbes.com/companies/delphi-automotive/,United Kingdom of Great Britain and Northern Ireland,Automotive Parts & Equipment,11000000000,16500000000
http://www.forbes.com/companies/spectra-energy/,Spectra Energy,http://www.forbes.com/companies/spectra-energy/,United States of America,Oil & Gas Equipment & Services,33500000000,5500000000
http://www.forbes.com/companies/tyson-foods/,Tyson Foods,http://www.forbes.com/companies/tyson-foods/,United States of America,Packaged Foods & Meats,11800000000,34800000000
http://www.forbes.com/companies/firstenergy/,FirstEnergy,http://www.forbes.com/companies/firstenergy/,United States of America,Electric Utilities,50400000000,14900000000
http://www.forbes.com/companies/sodexo/,Sodexo,http://www.forbes.com/companies/sodexo/,France,Specialized Consumer Services,16600000000,24100000000
http://www.forbes.com/companies/biogen-idec/,Biogen Idec,http://www.forbes.com/companies/biogen-idec/,United States of America,Biotechnology,11900000000,6900000000
http://www.forbes.com/companies/abertis/,Abertis,http://www.forbes.com/companies/abertis/,Spain,,38800000000,6200000000
http://www.forbes.com/companies/astellas-pharma/,Astellas Pharma,http://www.forbes.com/companies/astellas-pharma/,Japan,Pharmaceuticals,14900000000,11700000000
http://www.forbes.com/companies/mt-bank/,M&T Bank,http://www.forbes.com/companies/mt-bank/,United States of America,Regional Banks,85600000000,4800000000
http://www.forbes.com/companies/murphy-oil/,Murphy Oil,http://www.forbes.com/companies/murphy-oil/,United States of America,Integrated Oil & Gas,17500000000,16800000000
http://www.forbes.com/companies/formosa-chemicals/,Formosa Chemicals,http://www.forbes.com/companies/formosa-chemicals/,"Taiwan, Province of China[a]",Specialty Chemicals,17400000000,14500000000
